trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
920,False,"{'a': 0.2, 'e': 0.07999999999999918}",20,16,7.253916230042995,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.2, 'e': 0.07899999999999918}",25,13,20.31499007654264,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.2, 'e': 0.07799999999999918}",20,10,11.89092339050686,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.2, 'e': 0.07699999999999918}",20,0,11.539505782807167,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
924,False,"{'a': 0.2, 'e': 0.07599999999999918}",35,16,29.280157286761956,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.2, 'e': 0.07499999999999918}",30,19,22.22644022265196,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.2, 'e': 0.07399999999999918}",30,19,-23.981421105827014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
927,False,"{'a': 0.2, 'e': 0.07299999999999918}",20,8,18.364425960868864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.2, 'e': 0.07199999999999918}",20,12,18.049350674134033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.2, 'e': 0.07099999999999917}",30,4,22.89773060901003,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
930,False,"{'a': 0.2, 'e': 0.06999999999999917}",20,16,6.099191726020997,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.2, 'e': 0.06899999999999917}",25,12,6.348306775285516,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
932,False,"{'a': 0.2, 'e': 0.06799999999999917}",35,16,28.790698650700215,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.2, 'e': 0.06699999999999917}",25,6,35.435398139677204,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.2, 'e': 0.06599999999999917}",25,0,36.496196246239315,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
935,False,"{'a': 0.2, 'e': 0.06499999999999917}",20,6,20.471757672840916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.2, 'e': 0.06399999999999917}",30,15,25.721974887222924,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.2, 'e': 0.06299999999999917}",25,7,27.33642507783128,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.2, 'e': 0.06199999999999917}",25,10,21.257451428733585,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.2, 'e': 0.060999999999999166}",20,0,30.479642250889825,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
940,False,"{'a': 0.2, 'e': 0.059999999999999165}",20,10,19.68578807120938,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.2, 'e': 0.058999999999999164}",20,0,19.672739788138717,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
942,False,"{'a': 0.2, 'e': 0.05799999999999916}",20,6,23.997618298474936,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.2, 'e': 0.05699999999999916}",30,13,17.33579820448994,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
944,False,"{'a': 0.2, 'e': 0.05599999999999916}",20,15,10.951716467014581,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.2, 'e': 0.05499999999999916}",20,6,12.478855323135825,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
946,False,"{'a': 0.2, 'e': 0.05399999999999916}",25,19,8.650249362491467,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.2, 'e': 0.05299999999999916}",35,16,-7.900853996323865,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
948,False,"{'a': 0.2, 'e': 0.05199999999999916}",35,0,6.9446846981123835,"{0: 33, 1: 0, 2: 0, 3: 2, 4: 0}",1
949,False,"{'a': 0.2, 'e': 0.05099999999999916}",35,23,22.643890027436083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.2, 'e': 0.049999999999999156}",25,0,37.31388123565311,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
951,False,"{'a': 0.2, 'e': 0.048999999999999155}",25,17,14.908359282268286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.2, 'e': 0.047999999999999154}",25,13,25.9053885700311,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.2, 'e': 0.046999999999999154}",30,13,28.116628532074007,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.2, 'e': 0.04599999999999915}",20,3,29.233928393513466,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.2, 'e': 0.04499999999999915}",20,3,23.82134637157696,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.2, 'e': 0.04399999999999915}",25,7,13.390464058110895,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
957,False,"{'a': 0.2, 'e': 0.04299999999999915}",25,10,26.149388599254333,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.2, 'e': 0.04199999999999915}",20,7,18.73015346989167,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.2, 'e': 0.04099999999999915}",25,10,27.143278600267692,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.2, 'e': 0.03999999999999915}",20,10,17.736678064426833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.2, 'e': 0.038999999999999146}",20,0,24.721147719961362,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
962,False,"{'a': 0.2, 'e': 0.037999999999999146}",25,7,25.376602992636723,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.2, 'e': 0.036999999999999145}",30,17,24.39025332469285,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.2, 'e': 0.035999999999999144}",30,21,19.48209456533324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.2, 'e': 0.03499999999999914}",20,14,10.88596854443504,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.2, 'e': 0.03399999999999914}",30,18,18.794481185355867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.2, 'e': 0.03299999999999914}",20,3,23.860294837932045,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.2, 'e': 0.03199999999999914}",20,3,7.917646575641205,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
969,False,"{'a': 0.2, 'e': 0.03099999999999914}",25,13,19.587396690466406,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.2, 'e': 0.02999999999999914}",20,10,16.73377184886535,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.2, 'e': 0.028999999999999138}",20,16,6.1484071030733904,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.2, 'e': 0.027999999999999137}",25,0,37.15749049878522,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
973,False,"{'a': 0.2, 'e': 0.026999999999999136}",30,20,21.362526713027233,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.2, 'e': 0.025999999999999135}",20,11,17.41154008530112,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.2, 'e': 0.024999999999999134}",20,10,17.499300391675376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.2, 'e': 0.023999999999999133}",25,2,36.058889199302314,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.2, 'e': 0.022999999999999132}",20,7,3.1927515396840764,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
978,False,"{'a': 0.2, 'e': 0.02199999999999913}",25,19,12.801380903408788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.2, 'e': 0.02099999999999913}",20,9,22.004276292391605,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.2, 'e': 0.01999999999999913}",20,10,17.263606080820757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.2, 'e': 0.01899999999999913}",25,20,9.07506655923677,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.2, 'e': 0.017999999999999128}",25,17,15.41892127493859,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.2, 'e': 0.016999999999999127}",20,12,11.177373349804634,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.2, 'e': 0.015999999999999126}",20,2,32.54880539991792,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.2, 'e': 0.014999999999999125}",20,0,28.444784532663864,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
986,False,"{'a': 0.2, 'e': 0.013999999999999124}",20,12,12.20259566535417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.2, 'e': 0.012999999999999123}",20,10,20.562536438540437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.2, 'e': 0.011999999999999122}",25,7,20.27344992504472,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
989,False,"{'a': 0.2, 'e': 0.010999999999999122}",25,15,21.93190037097858,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.2, 'e': 0.00999999999999912}",20,11,15.373881787966331,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.2, 'e': 0.00899999999999912}",20,0,33.1766901411317,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0.2, 'e': 0.007999999999999119}",20,8,23.04013926378989,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.2, 'e': 0.006999999999999119}",20,9,23.21887480251313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.2, 'e': 0.005999999999999119}",25,0,38.56312134079125,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0.2, 'e': 0.004999999999999119}",25,13,20.980094361601765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.2, 'e': 0.003999999999999119}",30,0,43.40720666444082,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0.2, 'e': 0.002999999999999119}",25,11,14.85520278325791,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
8,True,"{'a': 0.2, 'e': 0.001999999999999119}",30,12,26.88262895142489,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.2, 'e': 0.0009999999999991188}",20,13,6.291759059138342,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.2, 'e': -8.81239525796218e-16}",20,15,9.964173969951087,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.2, 'e': -8.81239525796218e-16}",30,14,32.71123376107739,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.2, 'e': -8.81239525796218e-16}",20,12,15.600112194987654,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.2, 'e': -8.81239525796218e-16}",20,10,14.603086380857079,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.2, 'e': -8.81239525796218e-16}",20,16,9.077377243336139,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.2, 'e': -8.81239525796218e-16}",25,13,24.064667690966505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.2, 'e': -8.81239525796218e-16}",20,12,14.62391685515329,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.2, 'e': -8.81239525796218e-16}",30,17,26.33739713545714,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.2, 'e': -8.81239525796218e-16}",20,16,8.508134593662623,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.2, 'e': -8.81239525796218e-16}",30,14,23.763046092700467,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.2, 'e': -8.81239525796218e-16}",20,14,10.046687454551538,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
